index_type,period,distance_km,pickup_km,index_value
INCTL,2015-07-01,50,,54.7511
INCTL,2015-07-01,400,,105.5103
INCTL,2015-07-01,800,,165.9152
INCTL,2015-07-01,2400,,393.567
INCTL,2015-07-01,6000,,895.3075
INCTL,2015-08-01,50,,54.9252
INCTL,2015-08-01,400,,105.7743
INCTL,2015-08-01,800,,166.2966
INCTL,2015-08-01,2400,,394.3327
INCTL,2015-08-01,6000,,896.8739
INCTL,2015-09-01,50,,55.0167
INCTL,2015-09-01,400,,105.9279
INCTL,2015-09-01,800,,166.5319
INCTL,2015-09-01,2400,,394.8328
INCTL,2015-09-01,6000,,897.9234
INCTL,2015-10-01,50,,55.4573
INCTL,2015-10-01,400,,107.0975
INCTL,2015-10-01,800,,168.5834
INCTL,2015-10-01,2400,,400.1269
INCTL,2015-10-01,6000,,910.2996
INCTL,2015-11-01,50,,56.0251
INCTL,2015-11-01,400,,108.1272
INCTL,2015-11-01,800,,170.1998
INCTL,2015-11-01,2400,,403.7473
INCTL,2015-11-01,6000,,918.1719
INCTL,2015-12-01,50,,56.6467
INCTL,2015-12-01,400,,109.1999
INCTL,2015-12-01,800,,171.8365
INCTL,2015-12-01,2400,,407.3578
INCTL,2015-12-01,6000,,926.0121
INCTL,2016-01-01,50,,56.6733
INCTL,2016-01-01,400,,109.2815
INCTL,2016-01-01,800,,171.9894
INCTL,2016-01-01,2400,,407.7466
INCTL,2016-01-01,6000,,926.8944
INCTL,2016-02-01,50,,57.0031
INCTL,2016-02-01,400,,109.5846
INCTL,2016-02-01,800,,172.3042
INCTL,2016-02-01,2400,,407.8622
INCTL,2016-02-01,6000,,926.3776
INCTL,2016-03-01,50,,57.2094
INCTL,2016-03-01,400,,109.9022
INCTL,2016-03-01,800,,172.7708
INCTL,2016-03-01,2400,,408.7965
INCTL,2016-03-01,6000,,928.2677
INCTL,2016-04-01,50,,68.7083
INCTL,2016-04-01,400,,126.9787
INCTL,2016-04-01,800,,196.2217
INCTL,2016-04-01,2400,,457.745
INCTL,2016-04-01,6000,,1034.5859
INCTL,2016-05-01,50,,68.6101
INCTL,2016-05-01,400,,126.7557
INCTL,2016-05-01,800,,195.866
INCTL,2016-05-01,2400,,456.8013
INCTL,2016-05-01,6000,,1032.2763
INCTL,2016-06-01,50,,69.8959
INCTL,2016-06-01,400,,128.7916
INCTL,2016-06-01,800,,198.7668
INCTL,2016-06-01,2400,,463.1167
INCTL,2016-06-01,6000,,1046.2409
INCTL,2016-07-01,50,,70.7811
INCTL,2016-07-01,400,,130.1646
INCTL,2016-07-01,800,,200.737
INCTL,2016-07-01,2400,,467.2439
INCTL,2016-07-01,6000,,1055.0476
INCTL,2016-08-01,50,,71.8876
INCTL,2016-08-01,400,,131.411
INCTL,2016-08-01,800,,202.2002
INCTL,2016-08-01,2400,,469.2428
INCTL,2016-08-01,6000,,1058.003
INCTL,2016-09-01,50,,71.607
INCTL,2016-09-01,400,,130.9614
INCTL,2016-09-01,800,,201.5351
INCTL,2016-09-01,2400,,467.8463
INCTL,2016-09-01,6000,,1055.0587
INCTL,2016-10-01,50,,71.635
INCTL,2016-10-01,400,,130.927
INCTL,2016-10-01,800,,201.4431
INCTL,2016-10-01,2400,,467.4439
INCTL,2016-10-01,6000,,1053.898
INCTL,2016-11-01,50,,71.6471
INCTL,2016-11-01,400,,130.9147
INCTL,2016-11-01,800,,201.402
INCTL,2016-11-01,2400,,467.2927
INCTL,2016-11-01,6000,,1053.5028
INCTL,2016-12-01,50,,71.8008
INCTL,2016-12-01,400,,131.0642
INCTL,2016-12-01,800,,201.5479
INCTL,2016-12-01,2400,,467.4175
INCTL,2016-12-01,6000,,1053.5751
INCTL,2017-01-01,50,,72.0763
INCTL,2017-01-01,400,,131.902
INCTL,2017-01-01,800,,203.028
INCTL,2017-01-01,2400,,471.4685
INCTL,2017-01-01,6000,,1063.4119
INCTL,2017-02-01,50,,72.8891
INCTL,2017-02-01,400,,133.6331
INCTL,2017-02-01,800,,205.8388
INCTL,2017-02-01,2400,,478.4213
INCTL,2017-02-01,6000,,1079.5519
INCTL,2017-03-01,50,,72.883
INCTL,2017-03-01,400,,133.3863
INCTL,2017-03-01,800,,205.3264
INCTL,2017-03-01,2400,,476.7915
INCTL,2017-03-01,6000,,1075.3662
INCTL,2017-04-01,50,,72.8003
INCTL,2017-04-01,400,,132.9568
INCTL,2017-04-01,800,,204.4973
INCTL,2017-04-01,2400,,474.3835
INCTL,2017-04-01,6000,,1069.4206
INCTL,2017-05-01,50,,72.5086
INCTL,2017-05-01,400,,132.3926
INCTL,2017-05-01,800,,203.5998
INCTL,2017-05-01,2400,,472.2797
INCTL,2017-05-01,6000,,1064.6977
INCTL,2017-06-01,50,,72.9441
INCTL,2017-06-01,400,,133.2031
INCTL,2017-06-01,800,,204.7846
INCTL,2017-06-01,2400,,475.2783
INCTL,2017-06-01,6000,,1072.015
INCTL,2017-07-01,50,,72.7915
INCTL,2017-07-01,400,,132.7614
INCTL,2017-07-01,800,,203.9827
INCTL,2017-07-01,2400,,473.2097
INCTL,2017-07-01,6000,,1067.2268
INCTL,2017-08-01,50,,72.4436
INCTL,2017-08-01,400,,132.7809
INCTL,2017-08-01,800,,204.381
INCTL,2017-08-01,2400,,475.3627
INCTL,2017-08-01,6000,,1073.5076
INCTL,2017-09-01,50,,72.5361
INCTL,2017-09-01,400,,133.6854
INCTL,2017-09-01,800,,206.1958
INCTL,2017-09-01,2400,,480.9221
INCTL,2017-09-01,6000,,1087.5699
INCTL,2017-10-01,50,,72.7058
INCTL,2017-10-01,400,,134.4318
INCTL,2017-10-01,800,,207.6082
INCTL,2017-10-01,2400,,484.9587
INCTL,2017-10-01,6000,,1097.4809
INCTL,2017-11-01,50,,73.0399
INCTL,2017-11-01,400,,135.1153
INCTL,2017-11-01,800,,208.7164
INCTL,2017-11-01,2400,,487.6169
INCTL,2017-11-01,6000,,1103.5149
INCTL,2017-12-01,50,,73.2458
INCTL,2017-12-01,400,,135.7935
INCTL,2017-12-01,800,,209.9336
INCTL,2017-12-01,2400,,490.9947
INCTL,2017-12-01,6000,,1111.7575
INCTL,2018-01-01,50,,73.5193
INCTL,2018-01-01,400,,136.3047
INCTL,2018-01-01,800,,210.7447
INCTL,2018-01-01,2400,,492.8403
INCTL,2018-01-01,6000,,1115.8069
INCTL,2018-02-01,50,,73.8325
INCTL,2018-02-01,400,,136.8811
INCTL,2018-02-01,800,,211.6506
INCTL,2018-02-01,2400,,494.897
INCTL,2018-02-01,6000,,1120.3276
INCTL,2018-03-01,50,,73.9285
INCTL,2018-03-01,400,,136.9692
INCTL,2018-03-01,800,,211.7455
INCTL,2018-03-01,2400,,494.9271
INCTL,2018-03-01,6000,,1120.1432
INCTL,2018-04-01,50,,73.9656
INCTL,2018-04-01,400,,136.9859
INCTL,2018-04-01,800,,211.7429
INCTL,2018-04-01,2400,,494.8234
INCTL,2018-04-01,6000,,1119.7935
INCTL,2018-05-01,50,,74.2481
INCTL,2018-05-01,400,,137.6753
INCTL,2018-05-01,800,,212.9185
INCTL,2018-05-01,2400,,497.8205
INCTL,2018-05-01,6000,,1126.797
INCTL,2018-06-01,50,,74.8657
INCTL,2018-06-01,400,,140.3241
INCTL,2018-06-01,800,,217.9235
INCTL,2018-06-01,2400,,512.0473
INCTL,2018-06-01,6000,,1161.62
INCTL,2018-07-01,50,,75.6693
INCTL,2018-07-01,400,,139.1696
INCTL,2018-07-01,800,,214.5968
INCTL,2018-07-01,2400,,499.6486
INCTL,2018-07-01,6000,,1128.5219
INCTL,2018-08-01,50,,76.3365
INCTL,2018-08-01,400,,140.0705
INCTL,2018-08-01,800,,215.8128
INCTL,2018-08-01,2400,,501.8459
INCTL,2018-08-01,6000,,1132.7185
INCTL,2018-09-01,50,,76.5367
INCTL,2018-09-01,400,,140.2812
INCTL,2018-09-01,800,,216.0504
INCTL,2018-09-01,2400,,502.1034
INCTL,2018-09-01,6000,,1132.9546
INCTL,2018-10-01,50,,77.2174
INCTL,2018-10-01,400,,142.9179
INCTL,2018-10-01,800,,220.9516
INCTL,2018-10-01,2400,,515.8937
INCTL,2018-10-01,6000,,1166.6191
INCTL,2018-11-01,50,,77.9416
INCTL,2018-11-01,400,,144.2309
INCTL,2018-11-01,800,,223.0124
INCTL,2018-11-01,2400,,520.5084
INCTL,2018-11-01,6000,,1176.6521
INCTL,2018-12-01,50,,78.0767
INCTL,2018-12-01,400,,144.0492
INCTL,2018-12-01,800,,222.4739
INCTL,2018-12-01,2400,,518.5121
INCTL,2018-12-01,6000,,1171.353
INCTL,2019-01-01,50,,77.7955
INCTL,2019-01-01,400,,142.7539
INCTL,2019-01-01,800,,219.9681
INCTL,2019-01-01,2400,,511.4651
INCTL,2019-01-01,6000,,1154.3136
INCTL,2019-02-01,50,,77.9217
INCTL,2019-02-01,400,,143.016
INCTL,2019-02-01,800,,220.3611
INCTL,2019-02-01,2400,,512.5239
INCTL,2019-02-01,6000,,1156.9771
INCTL,2019-03-01,50,,78.3278
INCTL,2019-03-01,400,,143.7988
INCTL,2019-03-01,800,,221.5797
INCTL,2019-03-01,2400,,515.4548
INCTL,2019-03-01,6000,,1163.7376
INCTL,2019-04-01,50,,78.8891
INCTL,2019-04-01,400,,145.0227
INCTL,2019-04-01,800,,223.6136
INCTL,2019-04-01,2400,,520.4207
INCTL,2019-04-01,6000,,1175.069
INCTL,2019-05-01,50,,79.167
INCTL,2019-05-01,400,,145.5739
INCTL,2019-05-01,800,,224.5179
INCTL,2019-05-01,2400,,522.4997
INCTL,2019-05-01,6000,,1179.6127
INCTL,2019-06-01,50,,80.3427
INCTL,2019-06-01,400,,147.4429
INCTL,2019-06-01,800,,227.2126
INCTL,2019-06-01,2400,,528.3029
INCTL,2019-06-01,6000,,1192.2646
INCTL,2019-07-01,50,,82.498
INCTL,2019-07-01,400,,151.0086
INCTL,2019-07-01,800,,232.4063
INCTL,2019-07-01,2400,,539.9145
INCTL,2019-07-01,6000,,1218.2458
INCTL,2019-08-01,50,,83.0066
INCTL,2019-08-01,400,,151.6059
INCTL,2019-08-01,800,,233.1308
INCTL,2019-08-01,2400,,540.9972
INCTL,2019-08-01,6000,,1220.0215
INCTL,2019-09-01,50,,83.203
INCTL,2019-09-01,400,,151.8378
INCTL,2019-09-01,800,,233.3964
INCTL,2019-09-01,2400,,541.4373
INCTL,2019-09-01,6000,,1220.8839
INCTL,2019-10-01,50,,83.2469
INCTL,2019-10-01,400,,152.7932
INCTL,2019-10-01,800,,235.3656
INCTL,2019-10-01,2400,,547.6254
INCTL,2019-10-01,6000,,1236.6879
INCTL,2019-11-01,50,,83.6697
INCTL,2019-11-01,400,,153.6542
INCTL,2019-11-01,800,,236.7486
INCTL,2019-11-01,2400,,550.9716
INCTL,2019-11-01,6000,,1244.3574
INCTL,2019-12-01,50,,84.3423
INCTL,2019-12-01,400,,154.6931
INCTL,2019-12-01,800,,238.2325
INCTL,2019-12-01,2400,,554.0823
INCTL,2019-12-01,6000,,1251.0135
INCTL,2020-01-01,50,,85.1766
INCTL,2020-01-01,400,,156.2034
INCTL,2020-01-01,800,,240.5502
INCTL,2020-01-01,2400,,559.4259
INCTL,2020-01-01,6000,,1263.0123
INCTL,2020-02-01,50,,85.9052
INCTL,2020-02-01,400,,157.315
INCTL,2020-02-01,800,,242.1738
INCTL,2020-02-01,2400,,562.6643
INCTL,2020-02-01,6000,,1269.5591
INCTL,2020-03-01,50,,86.217
INCTL,2020-03-01,400,,157.3613
INCTL,2020-03-01,800,,241.9127
INCTL,2020-03-01,2400,,561.1971
INCTL,2020-03-01,6000,,1265.3965
INCTL,2020-04-01,50,,85.7375
INCTL,2020-04-01,400,,155.4605
INCTL,2020-04-01,800,,238.3864
INCTL,2020-04-01,2400,,551.1754
INCTL,2020-04-01,6000,,1240.7643
INCTL,2020-05-01,50,,86.0779
INCTL,2020-05-01,400,,154.0755
INCTL,2020-05-01,800,,235.1054
INCTL,2020-05-01,2400,,539.8685
INCTL,2020-05-01,6000,,1211.0683
INCTL,2020-06-01,50,,86.0375
INCTL,2020-06-01,400,,152.8499
INCTL,2020-06-01,800,,232.5285
INCTL,2020-06-01,2400,,531.8665
INCTL,2020-06-01,6000,,1190.8444
INCTL,2020-07-01,50,,86.6664
INCTL,2020-07-01,400,,154.3944
INCTL,2020-07-01,800,,235.1784
INCTL,2020-07-01,2400,,538.5947
INCTL,2020-07-01,6000,,1206.4914
INCTL,2020-08-01,50,,87.6002
INCTL,2020-08-01,400,,156.6979
INCTL,2020-08-01,800,,239.1224
INCTL,2020-08-01,2400,,548.6623
INCTL,2020-08-01,6000,,1230.0085
INCTL,2020-09-01,50,,89.0172
INCTL,2020-09-01,400,,158.9177
INCTL,2020-09-01,800,,242.3682
INCTL,2020-09-01,2400,,555.3793
INCTL,2020-09-01,6000,,1244.0612
INCTL,2020-10-01,50,,90.9806
INCTL,2020-10-01,400,,161.5278
INCTL,2020-10-01,800,,245.9109
INCTL,2020-10-01,2400,,561.5228
INCTL,2020-10-01,6000,,1255.2089
INCTL,2020-11-01,50,,92.9477
INCTL,2020-11-01,400,,164.9146
INCTL,2020-11-01,800,,251.0849
INCTL,2020-11-01,2400,,572.8856
INCTL,2020-11-01,6000,,1279.7773
INCTL,2020-12-01,50,,95.0313
INCTL,2020-12-01,400,,167.9096
INCTL,2020-12-01,800,,255.3122
INCTL,2020-12-01,2400,,580.9301
INCTL,2020-12-01,6000,,1295.5763
INCTL,2021-01-01,50,,96.0843
INCTL,2021-01-01,400,,169.5413
INCTL,2021-01-01,800,,257.7411
INCTL,2021-01-01,2400,,585.7546
INCTL,2021-01-01,6000,,1305.196
INCTL,2021-02-01,50,,96.6701
INCTL,2021-02-01,400,,170.6758
INCTL,2021-02-01,800,,259.5314
INCTL,2021-02-01,2400,,590.0006
INCTL,2021-02-01,6000,,1314.841
INCTL,2021-03-01,50,,99.233
INCTL,2021-03-01,400,,176.9346
INCTL,2021-03-01,800,,270.182
INCTL,2021-03-01,2400,,617.2394
INCTL,2021-03-01,6000,,1378.6694
INCTL,2021-04-01,50,,101.6983
INCTL,2021-04-01,400,,181.1425
INCTL,2021-04-01,800,,276.5327
INCTL,2021-04-01,2400,,631.2786
INCTL,2021-04-01,6000,,1409.3456
INCTL,2021-05-01,50,,102.8051
INCTL,2021-05-01,400,,181.8487
INCTL,2021-05-01,800,,276.9002
INCTL,2021-05-01,2400,,629.5965
INCTL,2021-05-01,6000,,1402.5306
INCTL,2021-06-01,50,,104.2423
INCTL,2021-06-01,400,,185.0311
INCTL,2021-06-01,800,,282.2142
INCTL,2021-06-01,2400,,642.6373
INCTL,2021-06-01,6000,,1432.3579
INCTL,2021-07-01,50,,109.8281
INCTL,2021-07-01,400,,193.3818
INCTL,2021-07-01,800,,293.9286
INCTL,2021-07-01,2400,,666.6172
INCTL,2021-07-01,6000,,1483.0425
INCTL,2021-08-01,50,,111.451
INCTL,2021-08-01,400,,196.2866
INCTL,2021-08-01,800,,298.2853
INCTL,2021-08-01,2400,,676.8584
INCTL,2021-08-01,6000,,1506.5814
INCTL,2021-09-01,50,,114.1278
INCTL,2021-09-01,400,,200.2039
INCTL,2021-09-01,800,,303.7034
INCTL,2021-09-01,2400,,687.7945
INCTL,2021-09-01,6000,,1529.569
INCTL,2021-10-01,50,,117.1772
INCTL,2021-10-01,400,,205.8855
INCTL,2021-10-01,800,,312.3718
INCTL,2021-10-01,2400,,708.5355
INCTL,2021-10-01,6000,,1577.5674
INCTL,2021-11-01,50,,118.905
INCTL,2021-11-01,400,,211.216
INCTL,2021-11-01,800,,321.7599
INCTL,2021-11-01,2400,,734.5024
INCTL,2021-11-01,6000,,1641.098
INCTL,2021-12-01,50,,121.4695
INCTL,2021-12-01,400,,215.2998
INCTL,2021-12-01,800,,327.6761
INCTL,2021-12-01,2400,,747.1888
INCTL,2021-12-01,6000,,1668.5981
INCTL,2022-01-01,50,,121.1069
INCTL,2022-01-01,400,,214.8106
INCTL,2022-01-01,800,,326.9826
INCTL,2022-01-01,2400,,746.0252
INCTL,2022-01-01,6000,,1666.6371
INCTL,2022-02-01,50,,121.9754
INCTL,2022-02-01,400,,217.2478
INCTL,2022-02-01,800,,331.2911
INCTL,2022-02-01,2400,,757.3613
INCTL,2022-02-01,6000,,1693.4422
INCTL,2022-03-01,50,,122.487
INCTL,2022-03-01,400,,217.504
INCTL,2022-03-01,800,,331.3876
INCTL,2022-03-01,2400,,756.0472
INCTL,2022-03-01,6000,,1688.375
INCTL,2022-04-01,50,,125.3029
INCTL,2022-04-01,400,,228.3633
INCTL,2022-04-01,800,,351.5425
INCTL,2022-04-01,2400,,812.7836
INCTL,2022-04-01,6000,,1826.9694
INCTL,2022-05-01,50,,127.094
INCTL,2022-05-01,400,,231.3108
INCTL,2022-05-01,800,,355.9626
INCTL,2022-05-01,2400,,822.2128
INCTL,2022-05-01,6000,,1847.0076
INCTL,2022-06-01,50,,130.8253
INCTL,2022-06-01,400,,239.0853
INCTL,2022-06-01,800,,368.3685
INCTL,2022-06-01,2400,,853.0831
INCTL,2022-06-01,6000,,1919.3774
INCTL,2022-07-01,50,,134.0584
INCTL,2022-07-01,400,,248.6509
INCTL,2022-07-01,800,,385.2018
INCTL,2022-07-01,2400,,898.8086
INCTL,2022-07-01,6000,,2029.9765
INCTL,2022-08-01,50,,134.8902
INCTL,2022-08-01,400,,249.1611
INCTL,2022-08-01,800,,385.3687
INCTL,2022-08-01,2400,,897.4607
INCTL,2022-08-01,6000,,2025.1139
INCTL,2022-09-01,50,,135.0078
INCTL,2022-09-01,400,,246.723
INCTL,2022-09-01,800,,379.9919
INCTL,2022-09-01,2400,,880.4339
INCTL,2022-09-01,6000,,1981.9537
INCTL,2022-10-01,50,,134.4362
INCTL,2022-10-01,400,,243.8896
INCTL,2022-10-01,800,,374.5384
INCTL,2022-10-01,2400,,864.705
INCTL,2022-10-01,6000,,1943.2583
INCTL,2022-11-01,50,,135.3883
INCTL,2022-11-01,400,,246.0602
INCTL,2022-11-01,800,,378.008
INCTL,2022-11-01,2400,,873.9157
INCTL,2022-11-01,6000,,1965.7952
INCTL,2022-12-01,50,,138.2267
INCTL,2022-12-01,400,,251.7512
INCTL,2022-12-01,800,,386.9026
INCTL,2022-12-01,2400,,895.955
INCTL,2022-12-01,6000,,2017.6578
INCTL,2023-01-01,50,,137.8262
INCTL,2023-01-01,400,,249.5412
INCTL,2023-01-01,800,,382.6011
INCTL,2023-01-01,2400,,883.4241
INCTL,2023-01-01,6000,,1986.7133
INCTL,2023-02-01,50,,138.1448
INCTL,2023-02-01,400,,249.98
INCTL,2023-02-01,800,,383.1948
INCTL,2023-02-01,2400,,884.5358
INCTL,2023-02-01,6000,,1988.9145
INCTL,2023-03-01,50,,137.7478
INCTL,2023-03-01,400,,247.4111
INCTL,2023-03-01,800,,378.1337
INCTL,2023-03-01,2400,,869.5647
INCTL,2023-03-01,6000,,1951.69
INCTL,2023-04-01,50,,137.4669
INCTL,2023-04-01,400,,245.8572
INCTL,2023-04-01,800,,375.1226
INCTL,2023-04-01,2400,,860.7383
INCTL,2023-04-01,6000,,1929.7897
INCTL,2023-05-01,50,,137.1266
INCTL,2023-05-01,400,,244.9761
INCTL,2023-05-01,800,,373.5851
INCTL,2023-05-01,2400,,856.7984
INCTL,2023-05-01,6000,,1920.6112
INCTL,2023-06-01,50,,137.64
INCTL,2023-06-01,400,,242.9579
INCTL,2023-06-01,800,,368.5901
INCTL,2023-06-01,2400,,840.384
INCTL,2023-06-01,6000,,1878.8694
INCTL,2023-07-01,50,,141.552
INCTL,2023-07-01,400,,250.2148
INCTL,2023-07-01,800,,379.4924
INCTL,2023-07-01,2400,,866.9027
INCTL,2023-07-01,6000,,1941.3008
INCTL,2023-08-01,50,,141.2326
INCTL,2023-08-01,400,,249.9921
INCTL,2023-08-01,800,,379.2714
INCTL,2023-08-01,2400,,867.3219
INCTL,2023-08-01,6000,,1943.6352
INCTL,2023-09-01,50,,141.3028
INCTL,2023-09-01,400,,256.6061
INCTL,2023-09-01,800,,393.334
INCTL,2023-09-01,2400,,911.3554
INCTL,2023-09-01,6000,,2055.2355
INCTL,2023-10-01,50,,141.4515
INCTL,2023-10-01,400,,257.2791
INCTL,2023-10-01,800,,394.6111
INCTL,2023-10-01,2400,,915.0192
INCTL,2023-10-01,6000,,2064.2475
INCTL,2023-11-01,50,,141.9202
INCTL,2023-11-01,400,,258.8807
INCTL,2023-11-01,800,,397.5328
INCTL,2023-11-01,2400,,923.0736
INCTL,2023-11-01,6000,,2083.7398
INCTL,2023-12-01,50,,143.0365
INCTL,2023-12-01,400,,259.873
INCTL,2023-12-01,800,,398.4118
INCTL,2023-12-01,2400,,923.3335
INCTL,2023-12-01,6000,,2082.482
INCTL,2024-01-01,50,,143.0792
INCTL,2024-01-01,400,,258.3757
INCTL,2024-01-01,800,,395.1863
INCTL,2024-01-01,2400,,913.0103
INCTL,2024-01-01,6000,,2056.0505
INCTL,2024-02-01,50,,145.9405
INCTL,2024-02-01,400,,263.3777
INCTL,2024-02-01,800,,402.6746
INCTL,2024-02-01,2400,,930.2115
INCTL,2024-02-01,6000,,2094.9313
INCTL,2024-03-01,50,,147.0234
INCTL,2024-03-01,400,,265.783
INCTL,2024-03-01,800,,406.5611
INCTL,2024-03-01,2400,,940.1988
INCTL,2024-03-01,6000,,2118.7776
INCTL,2024-04-01,50,,148.9407
INCTL,2024-04-01,400,,269.4319
INCTL,2024-04-01,800,,412.1507
INCTL,2024-04-01,2400,,953.7745
INCTL,2024-04-01,6000,,2150.4893
INCTL,2024-05-01,50,,147.293
INCTL,2024-05-01,400,,266.5292
INCTL,2024-05-01,800,,407.7883
INCTL,2024-05-01,2400,,943.7209
INCTL,2024-05-01,6000,,2127.7411
INCTL,2024-06-01,50,,148.176
INCTL,2024-06-01,400,,267.4657
INCTL,2024-06-01,800,,408.8279
INCTL,2024-06-01,2400,,944.9284
INCTL,2024-06-01,6000,,2129.1433
INCTL,2024-07-01,50,,148.5573
INCTL,2024-07-01,400,,267.9727
INCTL,2024-07-01,800,,409.5275
INCTL,2024-07-01,2400,,946.1131
INCTL,2024-07-01,6000,,2131.2056
INCTL,2024-08-01,50,,149.8284
INCTL,2024-08-01,400,,270.6894
INCTL,2024-08-01,800,,413.924
INCTL,2024-08-01,2400,,957.0669
INCTL,2024-08-01,6000,,2156.7918
INCTL,2024-09-01,50,,150.2256
INCTL,2024-09-01,400,,271.2039
INCTL,2024-09-01,800,,414.6203
INCTL,2024-09-01,2400,,958.2121
INCTL,2024-09-01,6000,,2158.7381
INCTL,2024-10-01,50,,150.2673
INCTL,2024-10-01,400,,271.2148
INCTL,2024-10-01,800,,414.6017
INCTL,2024-10-01,2400,,958.0419
INCTL,2024-10-01,6000,,2158.2019
INCTL,2024-11-01,50,,151.4457
INCTL,2024-11-01,400,,272.9926
INCTL,2024-11-01,800,,417.1266
INCTL,2024-11-01,2400,,963.1935
INCTL,2024-11-01,6000,,2168.992
INCTL,2024-12-01,50,,152.3501
INCTL,2024-12-01,400,,274.257
INCTL,2024-12-01,800,,418.9076
INCTL,2024-12-01,2400,,966.4275
INCTL,2024-12-01,6000,,2175.0354
INCTL,2025-01-01,50,,153.0409
INCTL,2025-01-01,400,,275.9186
INCTL,2025-01-01,800,,421.6604
INCTL,2025-01-01,2400,,973.6518
INCTL,2025-01-01,6000,,2192.4006
INCTL,2025-02-01,50,,154.1854
INCTL,2025-02-01,400,,277.9414
INCTL,2025-02-01,800,,424.7284
INCTL,2025-02-01,2400,,980.6592
INCTL,2025-02-01,6000,,2208.0909
INCTL,2025-03-01,50,,154.0827
INCTL,2025-03-01,400,,279.329
INCTL,2025-03-01,800,,427.8209
INCTL,2025-03-01,2400,,990.5612
INCTL,2025-03-01,6000,,2233.3066
INCTL,2025-04-01,50,,156.4005
INCTL,2025-04-01,400,,283.029
INCTL,2025-04-01,800,,433.156
INCTL,2025-04-01,2400,,1002.1134
INCTL,2025-04-01,6000,,2258.6049
INCTL,2025-05-01,50,,155.7816
INCTL,2025-05-01,400,,281.2986
INCTL,2025-05-01,800,,430.1075
INCTL,2025-05-01,2400,,994.0709
INCTL,2025-05-01,6000,,2239.5345
INCTL,2025-06-01,50,,154.7962
INCTL,2025-06-01,400,,278.2672
INCTL,2025-06-01,800,,424.7489
INCTL,2025-06-01,2400,,979.3396
INCTL,2025-06-01,6000,,2203.6665
INCTL,2025-07-01,50,,155.8724
INCTL,2025-07-01,400,,279.8308
INCTL,2025-07-01,800,,426.7952
INCTL,2025-07-01,2400,,983.7499
INCTL,2025-07-01,6000,,2213.7207
INCTL,2025-08-01,50,,154.278
INCTL,2025-08-01,400,,277.5982
INCTL,2025-08-01,800,,423.6892
INCTL,2025-08-01,2400,,977.9906
INCTL,2025-08-01,6000,,2202.6219
INCTL,2025-09-01,50,,154.1855
INCTL,2025-09-01,400,,277.7357
INCTL,2025-09-01,800,,424.0719
INCTL,2025-09-01,2400,,979.4562
INCTL,2025-09-01,6000,,2206.6001
INCTL,2025-10-01,50,,153.8196
INCTL,2025-10-01,400,,276.8759
INCTL,2025-10-01,800,,422.6654
INCTL,2025-10-01,2400,,975.7595
INCTL,2025-10-01,6000,,2197.6729
INCTL,2025-11-01,50,,156.3853
INCTL,2025-11-01,400,,281.51
INCTL,2025-11-01,800,,429.679
INCTL,2025-11-01,2400,,992.201
INCTL,2025-11-01,6000,,2235.2602
INCTL,2025-12-01,50,,156.7838
INCTL,2025-12-01,400,,282.3964
INCTL,2025-12-01,800,,431.1172
INCTL,2025-12-01,2400,,995.8801
INCTL,2025-12-01,6000,,2244.0068
INCTL,2026-01-01,50,,157.5143
INCTL,2026-01-01,400,,285.6909
INCTL,2026-01-01,800,,437.3353
INCTL,2026-01-01,2400,,1013.8317
INCTL,2026-01-01,6000,,2288.3878
INCTL_INDEX,2003-10-01,50,,100
INCTL_INDEX,2003-10-01,400,,100
INCTL_INDEX,2003-10-01,800,,100
INCTL_INDEX,2003-10-01,2400,,100
INCTL_INDEX,2003-10-01,6000,,100
INCTL_INDEX,2003-11-01,50,,100.8187
INCTL_INDEX,2003-11-01,400,,100.9719
INCTL_INDEX,2003-11-01,800,,101.024
INCTL_INDEX,2003-11-01,2400,,101.1002
INCTL_INDEX,2003-11-01,6000,,101.14
INCTL_INDEX,2003-12-01,50,,101.1062
INCTL_INDEX,2003-12-01,400,,101.2905
INCTL_INDEX,2003-12-01,800,,101.358
INCTL_INDEX,2003-12-01,2400,,101.4453
INCTL_INDEX,2003-12-01,6000,,101.4882
INCTL_INDEX,2004-01-01,50,,100.9405
INCTL_INDEX,2004-01-01,400,,100.877
INCTL_INDEX,2004-01-01,800,,100.865
INCTL_INDEX,2004-01-01,2400,,100.8209
INCTL_INDEX,2004-01-01,6000,,100.7917
INCTL_INDEX,2004-02-01,50,,102.9939
INCTL_INDEX,2004-02-01,400,,102.47
INCTL_INDEX,2004-02-01,800,,102.255
INCTL_INDEX,2004-02-01,2400,,101.8528
INCTL_INDEX,2004-02-01,6000,,101.6055
INCTL_INDEX,2004-03-01,50,,104.134
INCTL_INDEX,2004-03-01,400,,103.594
INCTL_INDEX,2004-03-01,800,,103.377
INCTL_INDEX,2004-03-01,2400,,102.9589
INCTL_INDEX,2004-03-01,6000,,102.6998
INCTL_INDEX,2004-04-01,50,,104.3945
INCTL_INDEX,2004-04-01,400,,103.7658
INCTL_INDEX,2004-04-01,800,,103.529
INCTL_INDEX,2004-04-01,2400,,103.0529
INCTL_INDEX,2004-04-01,6000,,102.7568
INCTL_INDEX,2004-05-01,50,,106.5291
INCTL_INDEX,2004-05-01,400,,105.5897
INCTL_INDEX,2004-05-01,800,,105.233
INCTL_INDEX,2004-05-01,2400,,104.626
