index_type,period,distance_km,pickup_km,index_value
INCTF_DETAIL,1997-01-01,50,10,159.6689
INCTF_DETAIL,1997-01-01,50,40,149.0678
INCTF_DETAIL,1997-01-01,50,90,143.3231
INCTF_DETAIL,1997-01-01,400,10,159.6534
INCTF_DETAIL,1997-01-01,400,40,149.0514
INCTF_DETAIL,1997-01-01,400,90,149.0678
INCTF_DETAIL,1997-01-01,800,10,143.3231
INCTF_DETAIL,1997-01-01,800,40,143.321
INCTF_DETAIL,1997-01-01,800,90,143.3231
INCTF_DETAIL,1997-01-01,2400,10,135.5644
INCTF_DETAIL,1997-01-01,2400,40,135.5659
INCTF_DETAIL,1997-01-01,2400,90,135.5644
INCTF_DETAIL,1997-01-01,6000,10,131.8182
INCTF_DETAIL,1997-01-01,6000,40,131.8177
INCTF_DETAIL,1997-01-01,6000,90,131.8182
INCTF_DETAIL,1997-02-01,50,10,159.3178
INCTF_DETAIL,1997-02-01,50,40,148.4574
INCTF_DETAIL,1997-02-01,50,90,142.5878
INCTF_DETAIL,1997-02-01,400,10,159.3023
INCTF_DETAIL,1997-02-01,400,40,148.4509
INCTF_DETAIL,1997-02-01,400,90,148.4574
INCTF_DETAIL,1997-02-01,800,10,142.5878
INCTF_DETAIL,1997-02-01,800,40,142.586
INCTF_DETAIL,1997-02-01,800,90,142.5878
INCTF_DETAIL,1997-02-01,2400,10,134.6489
INCTF_DETAIL,1997-02-01,2400,40,134.6487
INCTF_DETAIL,1997-02-01,2400,90,134.6489
INCTF_DETAIL,1997-02-01,6000,10,130.8118
INCTF_DETAIL,1997-02-01,6000,40,130.8125
INCTF_DETAIL,1997-02-01,6000,90,130.8118
INCTF_DETAIL,1997-03-01,50,10,159.3429
INCTF_DETAIL,1997-03-01,50,40,142.2868
INCTF_DETAIL,1997-03-01,50,90,142.6945
INCTF_DETAIL,1997-03-01,400,10,159.3223
INCTF_DETAIL,1997-03-01,400,40,148.53
INCTF_DETAIL,1997-03-01,400,90,142.2868
INCTF_DETAIL,1997-03-01,800,10,142.6945
INCTF_DETAIL,1997-03-01,800,40,142.699
INCTF_DETAIL,1997-03-01,800,90,142.6945
INCTF_DETAIL,1997-03-01,2400,10,134.8052
INCTF_DETAIL,1997-03-01,2400,40,134.8056
INCTF_DETAIL,1997-03-01,2400,90,134.8052
INCTF_DETAIL,1997-03-01,6000,10,130.9901
INCTF_DETAIL,1997-03-01,6000,40,130.9906
INCTF_DETAIL,1997-03-01,6000,90,130.9901
INCTF_DETAIL,1997-04-01,50,10,159.393
INCTF_DETAIL,1997-04-01,50,40,148.5233
INCTF_DETAIL,1997-04-01,50,90,142.6233
INCTF_DETAIL,1997-04-01,400,10,159.3825
INCTF_DETAIL,1997-04-01,400,40,148.5069
INCTF_DETAIL,1997-04-01,400,90,148.5233
INCTF_DETAIL,1997-04-01,800,10,142.6233
INCTF_DETAIL,1997-04-01,800,40,142.629
INCTF_DETAIL,1997-04-01,800,90,142.6233
INCTF_DETAIL,1997-04-01,2400,10,134.6712
INCTF_DETAIL,1997-04-01,2400,40,134.6749
INCTF_DETAIL,1997-04-01,2400,90,134.6712
INCTF_DETAIL,1997-04-01,6000,10,130.8296
INCTF_DETAIL,1997-04-01,6000,40,130.8301
INCTF_DETAIL,1997-04-01,6000,90,130.8296
INCTF_DETAIL,1997-05-01,50,10,159.995
INCTF_DETAIL,1997-05-01,50,40,149.1173
INCTF_DETAIL,1997-05-01,50,90,143.2282
INCTF_DETAIL,1997-05-01,400,10,159.9895
INCTF_DETAIL,1997-05-01,400,40,149.1108
INCTF_DETAIL,1997-05-01,400,90,149.1173
INCTF_DETAIL,1997-05-01,800,10,143.2282
INCTF_DETAIL,1997-05-01,800,40,143.2334
INCTF_DETAIL,1997-05-01,800,90,143.2282
INCTF_DETAIL,1997-05-01,2400,10,135.2797
INCTF_DETAIL,1997-05-01,2400,40,135.2789
INCTF_DETAIL,1997-05-01,2400,90,135.2797
INCTF_DETAIL,1997-05-01,6000,10,131.4334
INCTF_DETAIL,1997-05-01,6000,40,131.434
INCTF_DETAIL,1997-05-01,6000,90,131.4334
INCTF_DETAIL,1997-06-01,50,10,166.2152
INCTF_DETAIL,1997-06-01,50,40,154.43
INCTF_DETAIL,1997-06-01,50,90,148.0432
INCTF_DETAIL,1997-06-01,400,10,166.2094
INCTF_DETAIL,1997-06-01,400,40,154.4181
INCTF_DETAIL,1997-06-01,400,90,154.43
INCTF_DETAIL,1997-06-01,800,10,148.0432
INCTF_DETAIL,1997-06-01,800,40,148.046
INCTF_DETAIL,1997-06-01,800,90,148.0432
INCTF_DETAIL,1997-06-01,2400,10,139.4217
INCTF_DETAIL,1997-06-01,2400,40,139.4232
INCTF_DETAIL,1997-06-01,2400,90,139.4217
INCTF_DETAIL,1997-06-01,6000,10,135.2553
INCTF_DETAIL,1997-06-01,6000,40,135.255
INCTF_DETAIL,1997-06-01,6000,90,135.2553
INCTF_DETAIL,1997-07-01,50,10,169.8019
INCTF_DETAIL,1997-07-01,50,40,156.9873
INCTF_DETAIL,1997-07-01,50,90,150.0474
INCTF_DETAIL,1997-07-01,400,10,169.7984
INCTF_DETAIL,1997-07-01,400,40,156.9769
INCTF_DETAIL,1997-07-01,400,90,156.9873
INCTF_DETAIL,1997-07-01,800,10,150.0474
INCTF_DETAIL,1997-07-01,800,40,150.049
INCTF_DETAIL,1997-07-01,800,90,150.0474
INCTF_DETAIL,1997-07-01,2400,10,140.6721
INCTF_DETAIL,1997-07-01,2400,40,140.672
INCTF_DETAIL,1997-07-01,2400,90,140.6721
INCTF_DETAIL,1997-07-01,6000,10,136.1394
INCTF_DETAIL,1997-07-01,6000,40,136.1397
INCTF_DETAIL,1997-07-01,6000,90,136.1394
INCTF_DETAIL,1997-08-01,50,10,169.551
INCTF_DETAIL,1997-08-01,50,40,156.5913
INCTF_DETAIL,1997-08-01,50,90,149.5849
INCTF_DETAIL,1997-08-01,400,10,169.5325
INCTF_DETAIL,1997-08-01,400,40,156.5876
INCTF_DETAIL,1997-08-01,400,90,156.5913
INCTF_DETAIL,1997-08-01,800,10,149.5849
INCTF_DETAIL,1997-08-01,800,40,149.593
INCTF_DETAIL,1997-08-01,800,90,149.5849
INCTF_DETAIL,1997-08-01,2400,10,140.125
INCTF_DETAIL,1997-08-01,2400,40,140.1249
INCTF_DETAIL,1997-08-01,2400,90,140.125
INCTF_DETAIL,1997-08-01,6000,10,135.5483
INCTF_DETAIL,1997-08-01,6000,40,135.5493
INCTF_DETAIL,1997-08-01,6000,90,135.5483
INCTF_DETAIL,1997-09-01,50,10,169.6012
INCTF_DETAIL,1997-09-01,50,40,156.6243
INCTF_DETAIL,1997-09-01,50,90,149.5968
INCTF_DETAIL,1997-09-01,400,10,169.5827
INCTF_DETAIL,1997-09-01,400,40,156.6057
INCTF_DETAIL,1997-09-01,400,90,156.6243
INCTF_DETAIL,1997-09-01,800,10,149.5968
INCTF_DETAIL,1997-09-01,800,40,149.593
INCTF_DETAIL,1997-09-01,800,90,149.5968
INCTF_DETAIL,1997-09-01,2400,10,140.1027
INCTF_DETAIL,1997-09-01,2400,40,140.1026
INCTF_DETAIL,1997-09-01,2400,90,140.1027
INCTF_DETAIL,1997-09-01,6000,10,135.5101
INCTF_DETAIL,1997-09-01,6000,40,135.5154
INCTF_DETAIL,1997-09-01,6000,90,135.5101
INCTF_DETAIL,1997-10-01,50,10,169.7266
INCTF_DETAIL,1997-10-01,50,40,156.7563
INCTF_DETAIL,1997-10-01,50,90,149.7391
INCTF_DETAIL,1997-10-01,400,10,169.7256
INCTF_DETAIL,1997-10-01,400,40,156.7493
INCTF_DETAIL,1997-10-01,400,90,156.7563
INCTF_DETAIL,1997-10-01,800,10,149.7391
INCTF_DETAIL,1997-10-01,800,40,149.738
INCTF_DETAIL,1997-10-01,800,90,149.7391
INCTF_DETAIL,1997-10-01,2400,10,140.2479
INCTF_DETAIL,1997-10-01,2400,40,140.2477
INCTF_DETAIL,1997-10-01,2400,90,140.2479
INCTF_DETAIL,1997-10-01,6000,10,135.6604
INCTF_DETAIL,1997-10-01,6000,40,135.6604
INCTF_DETAIL,1997-10-01,6000,90,135.6604
INCTF_DETAIL,1997-11-01,50,10,169.7015
INCTF_DETAIL,1997-11-01,50,40,157.0038
INCTF_DETAIL,1997-11-01,50,90,150.1186
INCTF_DETAIL,1997-11-01,400,10,169.693
INCTF_DETAIL,1997-11-01,400,40,156.9901
INCTF_DETAIL,1997-11-01,400,90,157.0038
INCTF_DETAIL,1997-11-01,800,10,150.1186
INCTF_DETAIL,1997-11-01,800,40,150.125
INCTF_DETAIL,1997-11-01,800,90,150.1186
INCTF_DETAIL,1997-11-01,2400,10,140.834
INCTF_DETAIL,1997-11-01,2400,40,140.8333
INCTF_DETAIL,1997-11-01,2400,90,140.834
INCTF_DETAIL,1997-11-01,6000,10,136.3433
INCTF_DETAIL,1997-11-01,6000,40,136.3425
INCTF_DETAIL,1997-11-01,6000,90,136.3433
INCTF_DETAIL,1997-12-01,50,10,169.6012
INCTF_DETAIL,1997-12-01,50,40,157.0368
INCTF_DETAIL,1997-12-01,50,90,150.2253
INCTF_DETAIL,1997-12-01,400,10,169.5952
INCTF_DETAIL,1997-12-01,400,40,157.0248
INCTF_DETAIL,1997-12-01,400,90,157.0368
INCTF_DETAIL,1997-12-01,800,10,150.2253
INCTF_DETAIL,1997-12-01,800,40,150.233
INCTF_DETAIL,1997-12-01,800,90,150.2253
INCTF_DETAIL,1997-12-01,2400,10,141.0405
INCTF_DETAIL,1997-12-01,2400,40,141.0404
INCTF_DETAIL,1997-12-01,2400,90,141.0405
INCTF_DETAIL,1997-12-01,6000,10,136.598
INCTF_DETAIL,1997-12-01,6000,40,136.5975
INCTF_DETAIL,1997-12-01,6000,90,136.598
INCTF_DETAIL,1998-01-01,50,10,169.7015
INCTF_DETAIL,1998-01-01,50,40,157.1028
INCTF_DETAIL,1998-01-01,50,90,150.2728
INCTF_DETAIL,1998-01-01,400,10,169.698
INCTF_DETAIL,1998-01-01,400,40,157.0891
INCTF_DETAIL,1998-01-01,400,90,157.1028
INCTF_DETAIL,1998-01-01,800,10,150.2728
INCTF_DETAIL,1998-01-01,800,40,150.276
INCTF_DETAIL,1998-01-01,800,90,150.2728
INCTF_DETAIL,1998-01-01,2400,10,141.0517
INCTF_DETAIL,1998-01-01,2400,40,141.0533
INCTF_DETAIL,1998-01-01,2400,90,141.0517
INCTF_DETAIL,1998-01-01,6000,10,136.5955
INCTF_DETAIL,1998-01-01,6000,40,136.5958
INCTF_DETAIL,1998-01-01,6000,90,136.5955
INCTF_DETAIL,1998-02-01,50,10,169.225
INCTF_DETAIL,1998-02-01,50,40,156.1459
INCTF_DETAIL,1998-02-01,50,90,149.0512
INCTF_DETAIL,1998-02-01,400,10,169.224
INCTF_DETAIL,1998-02-01,400,40,156.1289
INCTF_DETAIL,1998-02-01,400,90,156.1459
INCTF_DETAIL,1998-02-01,800,10,149.0512
INCTF_DETAIL,1998-02-01,800,40,149.053
INCTF_DETAIL,1998-02-01,800,90,149.0512
INCTF_DETAIL,1998-02-01,2400,10,139.4719
INCTF_DETAIL,1998-02-01,2400,40,139.4757
INCTF_DETAIL,1998-02-01,2400,90,139.4719
INCTF_DETAIL,1998-02-01,6000,10,134.8476
INCTF_DETAIL,1998-02-01,6000,40,134.8466
INCTF_DETAIL,1998-02-01,6000,90,134.8476
INCTF_DETAIL,1998-03-01,50,10,169.9273
INCTF_DETAIL,1998-03-01,50,40,157.1193
INCTF_DETAIL,1998-03-01,50,90,150.1779
INCTF_DETAIL,1998-03-01,400,10,169.9187
INCTF_DETAIL,1998-03-01,400,40,157.104
INCTF_DETAIL,1998-03-01,400,90,157.1193
INCTF_DETAIL,1998-03-01,800,10,150.1779
INCTF_DETAIL,1998-03-01,800,40,150.179
INCTF_DETAIL,1998-03-01,800,90,150.1779
INCTF_DETAIL,1998-03-01,2400,10,140.8061
INCTF_DETAIL,1998-03-01,2400,40,140.806
INCTF_DETAIL,1998-03-01,2400,90,140.8061
INCTF_DETAIL,1998-03-01,6000,10,136.2745
INCTF_DETAIL,1998-03-01,6000,40,136.2757
INCTF_DETAIL,1998-03-01,6000,90,136.2745
INCTF_DETAIL,1998-04-01,50,10,170.8804
INCTF_DETAIL,1998-04-01,50,40,158.4722
INCTF_DETAIL,1998-04-01,50,90,151.7671
INCTF_DETAIL,1998-04-01,400,10,170.8793
INCTF_DETAIL,1998-04-01,400,40,158.47
INCTF_DETAIL,1998-04-01,400,90,158.4722
INCTF_DETAIL,1998-04-01,800,10,151.7671
INCTF_DETAIL,1998-04-01,800,40,151.764
INCTF_DETAIL,1998-04-01,800,90,151.7671
INCTF_DETAIL,1998-04-01,2400,10,142.6873
INCTF_DETAIL,1998-04-01,2400,40,142.6878
INCTF_DETAIL,1998-04-01,2400,90,142.6873
INCTF_DETAIL,1998-04-01,6000,10,138.3
INCTF_DETAIL,1998-04-01,6000,40,138.3011
INCTF_DETAIL,1998-04-01,6000,90,138.3
INCTF_DETAIL,1998-05-01,50,10,170.7299
INCTF_DETAIL,1998-05-01,50,40,158.1752
INCTF_DETAIL,1998-05-01,50,90,151.3994
INCTF_DETAIL,1998-05-01,400,10,170.7113
INCTF_DETAIL,1998-05-01,400,40,158.1714
INCTF_DETAIL,1998-05-01,400,90,158.1752
INCTF_DETAIL,1998-05-01,800,10,151.3994
INCTF_DETAIL,1998-05-01,800,40,151.396
INCTF_DETAIL,1998-05-01,800,90,151.3994
INCTF_DETAIL,1998-05-01,2400,10,142.224
INCTF_DETAIL,1998-05-01,2400,40,142.225
INCTF_DETAIL,1998-05-01,2400,90,142.7822
INCTF_DETAIL,1998-05-01,6000,10,137.793
INCTF_DETAIL,1998-05-01,6000,40,137.7928
INCTF_DETAIL,1998-05-01,6000,90,137.793
INCTF_DETAIL,1998-06-01,50,10,170.6797
INCTF_DETAIL,1998-06-01,50,40,158.2082
INCTF_DETAIL,1998-06-01,50,90,151.4587
INCTF_DETAIL,1998-06-01,400,10,170.6611
INCTF_DETAIL,1998-06-01,400,40,158.1994
INCTF_DETAIL,1998-06-01,400,90,158.2082
INCTF_DETAIL,1998-06-01,800,10,151.4587
INCTF_DETAIL,1998-06-01,800,40,151.464
INCTF_DETAIL,1998-06-01,800,90,151.4587
INCTF_DETAIL,1998-06-01,2400,10,142.3468
INCTF_DETAIL,1998-06-01,2400,40,142.3484
INCTF_DETAIL,1998-06-01,2400,90,142.3468
INCTF_DETAIL,1998-06-01,6000,10,137.9433
INCTF_DETAIL,1998-06-01,6000,40,137.9428
INCTF_DETAIL,1998-06-01,6000,90,137.9433
INCTF_DETAIL,1998-07-01,50,10,171.7331
INCTF_DETAIL,1998-07-01,50,40,159.0332
INCTF_DETAIL,1998-07-01,50,90,152.1703
INCTF_DETAIL,1998-07-01,400,10,171.727
INCTF_DETAIL,1998-07-01,400,40,159.0293
INCTF_DETAIL,1998-07-01,400,90,159.0332
INCTF_DETAIL,1998-07-01,800,10,152.1703
INCTF_DETAIL,1998-07-01,800,40,152.168
INCTF_DETAIL,1998-07-01,800,90,152.1703
INCTF_DETAIL,1998-07-01,2400,10,142.8827
INCTF_DETAIL,1998-07-01,2400,40,142.882
INCTF_DETAIL,1998-07-01,2400,90,142.8827
INCTF_DETAIL,1998-07-01,6000,10,138.3943
INCTF_DETAIL,1998-07-01,6000,40,138.3935
INCTF_DETAIL,1998-07-01,6000,90,138.3943
INCTF_DETAIL,1998-08-01,50,10,174.9686
INCTF_DETAIL,1998-08-01,50,40,161.343
INCTF_DETAIL,1998-08-01,50,90,153.9611
INCTF_DETAIL,1998-08-01,400,10,174.9624
INCTF_DETAIL,1998-08-01,400,40,161.3307
INCTF_DETAIL,1998-08-01,400,90,161.343
INCTF_DETAIL,1998-08-01,800,10,153.9611
INCTF_DETAIL,1998-08-01,800,40,153.964
INCTF_DETAIL,1998-08-01,800,90,153.9611
INCTF_DETAIL,1998-08-01,2400,10,143.9935
INCTF_DETAIL,1998-08-01,2400,40,143.9935
INCTF_DETAIL,1998-08-01,2400,90,143.9935
INCTF_DETAIL,1998-08-01,6000,10,139.174
INCTF_DETAIL,1998-08-01,6000,40,139.1747
INCTF_DETAIL,1998-08-01,6000,90,139.174
INCTF_DETAIL,1998-09-01,50,10,175.1191
INCTF_DETAIL,1998-09-01,50,40,161.5575
INCTF_DETAIL,1998-09-01,50,90,154.2102
INCTF_DETAIL,1998-09-01,400,10,175.1154
INCTF_DETAIL,1998-09-01,400,40,161.5452
INCTF_DETAIL,1998-09-01,400,90,161.5575
INCTF_DETAIL,1998-09-01,800,10,154.2102
INCTF_DETAIL,1998-09-01,800,40,154.213
INCTF_DETAIL,1998-09-01,800,90,154.2102
INCTF_DETAIL,1998-09-01,2400,10,144.2894
INCTF_DETAIL,1998-09-01,2400,40,144.2893
INCTF_DETAIL,1998-09-01,2400,90,144.2894
INCTF_DETAIL,1998-09-01,6000,10,139.4925
INCTF_DETAIL,1998-09-01,6000,40,139.4927
INCTF_DETAIL,1998-09-01,6000,90,139.4925
INCTF_DETAIL,1998-10-01,50,10,175.0188
INCTF_DETAIL,1998-10-01,50,40,161.2935
INCTF_DETAIL,1998-10-01,50,90,153.8662
INCTF_DETAIL,1998-10-01,400,10,175.005
INCTF_DETAIL,1998-10-01,400,40,161.2862
INCTF_DETAIL,1998-10-01,400,90,161.2935
INCTF_DETAIL,1998-10-01,800,10,153.8662
INCTF_DETAIL,1998-10-01,800,40,153.874
INCTF_DETAIL,1998-10-01,800,90,153.8662
INCTF_DETAIL,1998-10-01,2400,10,143.8372
INCTF_DETAIL,1998-10-01,2400,40,143.8411
INCTF_DETAIL,1998-10-01,2400,90,143.8372
INCTF_DETAIL,1998-10-01,6000,10,138.9931
INCTF_DETAIL,1998-10-01,6000,40,138.9921
INCTF_DETAIL,1998-10-01,6000,90,138.9931
INCTF_DETAIL,1998-11-01,50,10,175.1442
INCTF_DETAIL,1998-11-01,50,40,161.574
INCTF_DETAIL,1998-11-01,50,90,154.222
INCTF_DETAIL,1998-11-01,400,10,175.1455
INCTF_DETAIL,1998-11-01,400,40,161.5617
INCTF_DETAIL,1998-11-01,400,90,161.574
INCTF_DETAIL,1998-11-01,800,10,154.222
INCTF_DETAIL,1998-11-01,800,40,154.2215
INCTF_DETAIL,1998-11-01,800,90,154.222
INCTF_DETAIL,1998-11-01,2400,10,144.2838
INCTF_DETAIL,1998-11-01,2400,40,144.2871
INCTF_DETAIL,1998-11-01,2400,90,144.2838
INCTF_DETAIL,1998-11-01,6000,10,139.4848
INCTF_DETAIL,1998-11-01,6000,40,139.4856
INCTF_DETAIL,1998-11-01,6000,90,139.4848
INCTF_DETAIL,1998-12-01,50,10,174.5673
INCTF_DETAIL,1998-12-01,50,40,160.6006
INCTF_DETAIL,1998-12-01,50,90,153.0361
INCTF_DETAIL,1998-12-01,400,10,174.5586
INCTF_DETAIL,1998-12-01,400,40,160.5867
INCTF_DETAIL,1998-12-01,400,90,160.6006
INCTF_DETAIL,1998-12-01,800,10,153.0361
INCTF_DETAIL,1998-12-01,800,40,153.0355
INCTF_DETAIL,1998-12-01,800,90,153.0361
INCTF_DETAIL,1998-12-01,2400,10,142.8157
INCTF_DETAIL,1998-12-01,2400,40,142.8162
INCTF_DETAIL,1998-12-01,2400,90,142.8157
INCTF_DETAIL,1998-12-01,6000,10,137.8771
INCTF_DETAIL,1998-12-01,6000,40,137.8768
INCTF_DETAIL,1998-12-01,6000,90,137.8771
INCTF_DETAIL,1999-01-01,50,10,175.0941
INCTF_DETAIL,1999-01-01,50,40,161.5575
INCTF_DETAIL,1999-01-01,50,90,154.2457
INCTF_DETAIL,1999-01-01,400,10,175.0828
INCTF_DETAIL,1999-01-01,400,40,161.5551
INCTF_DETAIL,1999-01-01,400,90,161.5575
INCTF_DETAIL,1999-01-01,800,10,154.2457
INCTF_DETAIL,1999-01-01,800,40,154.245
INCTF_DETAIL,1999-01-01,800,90,154.2457
INCTF_DETAIL,1999-01-01,2400,10,144.3508
INCTF_DETAIL,1999-01-01,2400,40,144.3518
INCTF_DETAIL,1999-01-01,2400,90,144.3508
INCTF_DETAIL,1999-01-01,6000,10,139.5689
INCTF_DETAIL,1999-01-01,6000,40,139.5697
INCTF_DETAIL,1999-01-01,6000,90,139.5689
INCTF_DETAIL,1999-02-01,50,10,175.5957
INCTF_DETAIL,1999-02-01,50,40,162.7124
INCTF_DETAIL,1999-02-01,50,90,155.74
INCTF_DETAIL,1999-02-01,400,10,175.5919
INCTF_DETAIL,1999-02-01,400,40,162.7066
INCTF_DETAIL,1999-02-01,400,90,162.7124
INCTF_DETAIL,1999-02-01,800,10,155.74
INCTF_DETAIL,1999-02-01,800,40,155.743
INCTF_DETAIL,1999-02-01,800,90,155.74
INCTF_DETAIL,1999-02-01,2400,10,146.3157
INCTF_DETAIL,1999-02-01,2400,40,146.319
INCTF_DETAIL,1999-02-01,2400,90,146.3157
INCTF_DETAIL,1999-02-01,6000,10,141.7626
INCTF_DETAIL,1999-02-01,6000,40,141.7637
INCTF_DETAIL,1999-02-01,6000,90,141.7626
INCTF_DETAIL,1999-03-01,50,10,176.7244
INCTF_DETAIL,1999-03-01,50,40,165.2038
INCTF_DETAIL,1999-03-01,50,90,158.9777
INCTF_DETAIL,1999-03-01,400,10,176.718
INCTF_DETAIL,1999-03-01,400,40,165.1995
INCTF_DETAIL,1999-03-01,400,90,165.2038
INCTF_DETAIL,1999-03-01,800,10,158.9777
INCTF_DETAIL,1999-03-01,800,40,158.975
INCTF_DETAIL,1999-03-01,800,90,158.9777
INCTF_DETAIL,1999-03-01,2400,10,150.5471
INCTF_DETAIL,1999-03-01,2400,40,150.551
INCTF_DETAIL,1999-03-01,2400,90,150.5471
INCTF_DETAIL,1999-03-01,6000,10,146.4788
INCTF_DETAIL,1999-03-01,6000,40,146.4793
INCTF_DETAIL,1999-03-01,6000,90,146.4788
INCTF_DETAIL,1999-04-01,50,10,176.7996
INCTF_DETAIL,1999-04-01,50,40,165.7647
INCTF_DETAIL,1999-04-01,50,90,159.796
INCTF_DETAIL,1999-04-01,400,10,176.8008
INCTF_DETAIL,1999-04-01,400,40,165.7604
INCTF_DETAIL,1999-04-01,400,90,165.7647
INCTF_DETAIL,1999-04-01,800,10,159.796
INCTF_DETAIL,1999-04-01,800,40,159.7955
INCTF_DETAIL,1999-04-01,800,90,159.796
INCTF_DETAIL,1999-04-01,2400,10,151.7193
INCTF_DETAIL,1999-04-01,2400,40,151.7227
INCTF_DETAIL,1999-04-01,2400,90,151.7193
INCTF_DETAIL,1999-04-01,6000,10,147.8215
INCTF_DETAIL,1999-04-01,6000,40,147.8208
INCTF_DETAIL,1999-04-01,6000,90,147.8215
INCTF_DETAIL,1999-05-01,50,10,179.5335
INCTF_DETAIL,1999-05-01,50,40,168.0746
INCTF_DETAIL,1999-05-01,50,90,161.8714
INCTF_DETAIL,1999-05-01,400,10,179.517
INCTF_DETAIL,1999-05-01,400,40,168.0668
INCTF_DETAIL,1999-05-01,400,90,168.0746
INCTF_DETAIL,1999-05-01,800,10,161.8714
INCTF_DETAIL,1999-05-01,800,40,161.879
INCTF_DETAIL,1999-05-01,800,90,161.8714
INCTF_DETAIL,1999-05-01,2400,10,153.5001
INCTF_DETAIL,1999-05-01,2400,40,153.5046
INCTF_DETAIL,1999-05-01,2400,90,153.5001
INCTF_DETAIL,1999-05-01,6000,10,149.4573
INCTF_DETAIL,1999-05-01,6000,40,149.4568
INCTF_DETAIL,1999-05-01,6000,90,149.4573
INCTF_DETAIL,1999-06-01,50,10,180.1354
INCTF_DETAIL,1999-06-01,50,40,168.6685
INCTF_DETAIL,1999-06-01,50,90,162.4644
INCTF_DETAIL,1999-06-01,400,10,180.1189
INCTF_DETAIL,1999-06-01,400,40,168.6624
INCTF_DETAIL,1999-06-01,400,90,168.6685
INCTF_DETAIL,1999-06-01,800,10,162.4644
INCTF_DETAIL,1999-06-01,800,40,162.47
INCTF_DETAIL,1999-06-01,800,90,162.4644
INCTF_DETAIL,1999-06-01,2400,10,154.0862
INCTF_DETAIL,1999-06-01,2400,40,154.0901
INCTF_DETAIL,1999-06-01,2400,90,154.0862
INCTF_DETAIL,1999-06-01,6000,10,150.0408
INCTF_DETAIL,1999-06-01,6000,40,150.0397
INCTF_DETAIL,1999-06-01,6000,90,150.0408
INCTF_DETAIL,1999-07-01,50,10,181.54
INCTF_DETAIL,1999-07-01,50,40,170.8794
INCTF_DETAIL,1999-07-01,50,90,165.0972
INCTF_DETAIL,1999-07-01,400,10,181.5234
INCTF_DETAIL,1999-07-01,400,40,170.8615
INCTF_DETAIL,1999-07-01,400,90,170.8794
INCTF_DETAIL,1999-07-01,800,10,165.0972
INCTF_DETAIL,1999-07-01,800,40,165.1
INCTF_DETAIL,1999-07-01,800,90,165.0972
INCTF_DETAIL,1999-07-01,2400,10,157.3016
INCTF_DETAIL,1999-07-01,2400,40,157.3027
INCTF_DETAIL,1999-07-01,2400,90,157.3016
INCTF_DETAIL,1999-07-01,6000,10,153.5339
INCTF_DETAIL,1999-07-01,6000,40,153.5339
INCTF_DETAIL,1999-07-01,6000,90,153.5339
INCTF_DETAIL,1999-08-01,50,10,181.5902
INCTF_DETAIL,1999-08-01,50,40,171.7208
INCTF_DETAIL,1999-08-01,50,90,166.3662
INCTF_DETAIL,1999-08-01,400,10,181.5911
INCTF_DETAIL,1999-08-01,400,40,171.7128
INCTF_DETAIL,1999-08-01,400,90,171.7208
INCTF_DETAIL,1999-08-01,800,10,166.3662
INCTF_DETAIL,1999-08-01,800,40,166.374
INCTF_DETAIL,1999-08-01,800,90,166.3662
INCTF_DETAIL,1999-08-01,2400,10,159.1493
INCTF_DETAIL,1999-08-01,2400,40,159.1488
INCTF_DETAIL,1999-08-01,2400,90,159.1493
INCTF_DETAIL,1999-08-01,6000,10,155.6563
INCTF_DETAIL,1999-08-01,6000,40,155.6563
INCTF_DETAIL,1999-08-01,6000,90,155.6563
INCTF_DETAIL,1999-09-01,50,10,182.142
INCTF_DETAIL,1999-09-01,50,40,172.4633
INCTF_DETAIL,1999-09-01,50,90,167.3861
INCTF_DETAIL,1999-09-01,400,10,182.1278
INCTF_DETAIL,1999-09-01,400,40,172.4486
INCTF_DETAIL,1999-09-01,400,90,172.4633
INCTF_DETAIL,1999-09-01,800,10,167.3861
INCTF_DETAIL,1999-09-01,800,40,167.217
INCTF_DETAIL,1999-09-01,800,90,167.3861
INCTF_DETAIL,1999-09-01,2400,10,160.1373
INCTF_DETAIL,1999-09-01,2400,40,160.138
INCTF_DETAIL,1999-09-01,2400,90,160.1373
INCTF_DETAIL,1999-09-01,6000,10,156.7163
INCTF_DETAIL,1999-09-01,6000,40,156.7165
INCTF_DETAIL,1999-09-01,6000,90,156.7163
INCTF_DETAIL,1999-10-01,50,10,182.7439
INCTF_DETAIL,1999-10-01,50,40,173.1562
INCTF_DETAIL,1999-10-01,50,90,167.9673
INCTF_DETAIL,1999-10-01,400,10,182.7297
INCTF_DETAIL,1999-10-01,400,40,173.1514
INCTF_DETAIL,1999-10-01,400,90,173.1562
INCTF_DETAIL,1999-10-01,800,10,167.9673
INCTF_DETAIL,1999-10-01,800,40,167.975
INCTF_DETAIL,1999-10-01,800,90,167.9673
INCTF_DETAIL,1999-10-01,2400,10,160.9691
INCTF_DETAIL,1999-10-01,2400,40,160.9703
INCTF_DETAIL,1999-10-01,2400,90,160.9691
INCTF_DETAIL,1999-10-01,6000,10,157.5851
INCTF_DETAIL,1999-10-01,6000,40,157.5851
INCTF_DETAIL,1999-10-01,6000,90,157.5851
INCTF_DETAIL,1999-11-01,50,10,183.2455
INCTF_DETAIL,1999-11-01,50,40,174.3937
INCTF_DETAIL,1999-11-01,50,90,169.592
